label,tokenized
1,공기 느끼다 듯 혼자 숫자 움직임
1,맛있다 추천 받다 사다 도도 엄청나다
1,이번 홈짐 꾸미다 마련 하다 배송 생각 빨르다 안전하다 오다 기사 친절하다 집안 넣다 거울 얼룩 오다 만족하다
1,가방 뜨다 실 구입 하다 약간 두껍다 더 좋다 걸 가다 아쉽다
1,배송 빠르다 상품 좋다 예쁘다
1,기존 쓰다 클렌징크림 다른 느낌 크다 렌징 요 딱딱하다 알다 녹다 화장 자다 지워지다 세안 깔끔하다 되다 피부 자극 적다 마음 꼭 들다 배송 빨르다 좋다
1,처음 사용 하다 어색하다 생각 괜찮다 같다
1,부드럽다 예쁘다 선물 해주다 더 좋아하다 감촉 부들부들하다 디자인 예쁘다 대요 적당하다 세트 구성 되어다
0,달력 넘기다 스프링 맞다 디데이 숫자 삐뚤다 비뚤다 별로
0,상판기스 엄청나다 반품 하다 귀찮다 쓰다 민감하다 분 구매 자제 하다 바라다
1,맘 들다 색깔 맘 에드 잘살다 같다 다음 또 하다 파시 길 좋다 하루 되다
1,엄마 이렇다 면 입다 사이즈 넉넉하다 부드럽다 좋다 요담 또 구매 하다 오다
1,매번 좋다
0,물 새다 우산 얼마 전 여행가 비 오다 때 써다 보다 정수리 부분 물이 새다
0,실물 보다 잘못 이해 이면 완전 싸다 싶다 막상 옷 보고 싸다 이유 있다 싶다 한장 원 장사 조금 더 할인 해주다 뜻 알 실물 원 준 다해 망설이다 그렇다 퀄리티
0,덜 말리다 건조 전혀 아니다
1,이쁘다 깔끔하다 이쁘다 쓸다 같다 싸다 잘살다 적극 추천 하다 짱짱
1,재다 조카 선물 내주다 샴푸 아이 가능하다 심다
0,하나 깨다 오다 퀄리티 진짜 떨어지다 구성 다양하다 좋다 가격 대비 부실하다
1,받다 빠르다 배송 이다
1,고속 충전 아주 좋다 만족하다
1,원피스 어울리다 귀엽다 가볍다 즐기다 신기 좋다
0,입구 좁다
0,별로 이다 쓰다 버렷어
0,저렴하다 잠깐 놀순 있다 초점 맞추다 뻑뻑 하다 손가락 무지 아프다 돌리다 힘들다
1,좋다 선생님 가르치다 문의사항 친절하다 자다 해주다 아주 만족스럽다 좋다
0,천원 더 주다 다이소 사다 사진 달라 솜 적다 거 에어 목 베다 솜 부족 안타깝다 거 누가 쓰다 거 아니죵
1,자다 동해 배송 빠르다 좋다
1,재다 제 쓰다 구매 하다 아이 자기 쓰다 하다 재다 하다 잠도 오다 편하다 푹신하다 추천
1,중간 배송 약간 느리다 물건 만족 이다 화 짱짱하다 부탄가스 사용 편하다 만족 이다
1,사용 안해 봣음
0,개 주문 하다 물건 개 오다 연락 줄다
1,자다 도착 하다 배송 빨르다
1,아들 둘 맞추다 입히다 약간 크다 루즈 하다 입히다 넘다 예쁘다
1,오늘 처음 먹다 보다 밥 맛 좋다 파다
0,도저히 꼽히다 않다
1,좋다 하나 더 사려 용 정리 하다 두다 깔끔하다
0,상품 퀄리티 대비 바가지 쓸다 느낌
1,만족 만족 함 밉다 함 밉다
0,개 주문 하다 없다 깜짝 놀래다 전화하다 다시 받다 불편하다
0,싱가포르 충전 선 불량 제대로 충전 돼다 일 사용 하다 연락 주다 연락 없다 서비스 실망 스럽다
1,제주도 먹다 맛 잇다 부모님 보내다 드리다 카라 향 생소하다 맛있다
1,믿다 쓰다 아베 키임 굿굿
0,짜다 짜다 짜다 소금 덩어리 먹다 예전 안 랫 덥다 같다 좀 덜 짜다 만들다 팔리다 같다 치즈 그냥 먹다 요리 넣다 먹다
0,제품 맘 들다 배송 과정 쉬다 파손 되다
1,상품 배송 빨르다 배송 전 상품 변경 연락 미리 주다 감사하다 감사하다
0,기대하다 주문 하다 오래되다 걸 내주다 같다 만지다 탄력 없다 지금 주문 하다 곳 산지 직송 신선도 정말 좋다 아쉽다 리뷰 좀 더 꼼꼼하다 확인 하다 하다 보다
1,배송 빠르다 좋다
0,재다 항상 시키다 여기 처음 시키다 보다 왕발 반 절단 된거 개 담다 보내다 개전 부다
0,기스나 왛어
1,좀 더 크다 사다 저렴하다 사다
0,물 온도 갑자기 변하다 잏어 쓰다 위치 조절 아쉽다
1,일단 만족하다
0,감자 크기 차이
0,눈물 자국 없어지다 않다 같다 대신 눈꼽 자다 묻다 냄새 없애다 주다 효과 있다
1,배송 빠르다 상품 품질 좋다
0,차량 거치 안되다 그냥 버리다 가다
1,항상 구매 하다 만족 이다
1,배송 빠르다 줄무늬 예쁘다 이제 편하다 자다 있다 써다
0,포장 그냥 배송 설명 없다 미리 캡처 하다
0,제품 사진 정확하다 올려주다 사다 하다 품질 별로
1,순정 맞다
1,넉넉하다 여유 있다 촉감 좋다 두루 두루 자다 사용 하다 같다
0,일단 구성 좋다 자다 찢어지다 않다 착용 하다 편하다 단점 자다 벗겨지다 않다 벗 때 힘들다
1,무게 중심 자다 맞다 안정감 있다 좋다 재질 긁다 힘 강 해보다
1,어리다 쩍 추억 귀엽다 선물 하다 좋다
0,마감 조금 아쉽다
1,배송 빠르다 오다 길냥이 밥 주다 좋다 용
1,좋다 확실하다 동네 마트 팔다 그렇다 숯 타고 좋다 맛 더 있다 같다 배송 안전하다 파편 안 튀다 해주다 크게 깨지다 받다 사용 하다
1,깔끔하다 자다 포장 되어다 오다 써다 보지 않다 기대 되다
0,배송 느리다
0,사이즈 그다지 크다 않다
0,자꾸 장갑 가루 떨어지다 운전 하다 때 옷 난리 남
0,개 사다 구매 실패
1,늘 쓰다 구매 하다 꾸준하다 주문 하다 만큼 좋다
1,완전 짱짱하다 데이 거 말다 돼다 턱 아프다
1,배송 빠르다 패밀리 매트 패드 가운데 밀리 않다 좋다
1,재다 배송 오다 짱
0,처음 알콜 향 쎄다 들어오다 도수 그리다 높다 않다 불구 취기 확 올라오다 기분 제 입맛 별로 이다
0,재다 지난번 맥스 드라이 배송 빠르다 일자 최근 개월 미만 이번 네이처 메이드 배송 빨르다 조일이 개월 전이 최신 상품 판매 하다 하다 급하다 남다 그냥 쓰다 하다 조금 실망 이다
0,재다 제품 누락 돼다 연락 드리다 답 없다
1,초보 입문 결과물 좋다 나오다 재료 좋다 세트 구성 작업 재미나 하다 추천 하다
1,양도 많다 새우다 실하다 진짜 연어 장도 시키다 장난 아니다 맛 잇다 밥 도둑 인정
1,배송 후기 별로 안좋다 걱정 하다 배송 일주일 조금 넘다 걸리다 같다 생각 오다 좋다 처음 오다 때 길이 좀 짧다 느껴지다 헤드 없다 느껴지다 같다 침대 푹신하다 괜찮다
1,다용 도로 쓰다 구입 하다
1,이건 진짜 최고 없다 땐 모르다 있다 땐 개 좋다 느끼다 당연하다 건가
1,기사 친절하다 설치 깔끔하다
1,배송 상품 모두 괜찮다
0,유산균 맞다 찾다 먹이다 보다 중 파스퇴르 변 효과 전혀 없다 아쉽다
0,충전 안되다 짜증
0,이면 더 길이 기다 알다 이전 다른사람 주문 하다 길이 같다 좀 아쉽다
1,가격 좋다 발도 편하다
0,특 가로 하다 싸다 아니다 그냥 자체 그렇다 그냥 만원 짜다 옷 요 너 이다 입다 말다 파다
0,완전 실망 향 맛 안나 맹물 낫다 싶다 택배 비 빼다 환불 얼마 안되다
1,기존 있다 얼룩 제거 안되다 더 사용 해보다 알다 같다
0,재다 원래 치킨 무 유통 기한 짧다 일정 돼지 않다 버리다 야하다
1,넘다 좋다 배송 빠르다
0,진짜 에어팟 뚜껑 문제 생기다 같다 정도 빠지다 온 사무실 뒤지다 지우개 찾다 지우개 자르다 충전 잭 부분 대고 있다 힘껏 누르다 빼다 판매 자도 이렇다 부분 알 있다 영상 정도 빼놓다 찍다 같다
1,조카 좋다 하다
1,저렴하다 구매 하다 다음 이용 하다
1,정말 괜찮다 거 같다
1,진짜 편하다 잠 솔솔 요
0,찌그러지다 펴다 않다 냥 들어가다 넹
0,제품 상태 불만 테이블 모서리 찍히다 날카롭다 튀어나오다 있다
1,아가 어직 낯설다 좋다
0,스쿱 살짝 찌그러지다 오다 누르다 놓다 때 닿다 자꾸 리나 늘다 쓸다 같다 포장 뜯다 쓰다
0,반품 박스 오다 괜찮다
1,완전 밝아지다 수명 길다 더 좋다 같다
0,아니다 이건 심하다 연기 거의 없다 음 믿다 사다 다이소 숯 더 낫다 연기 집 불 마냥 나다 무슨 솔직하다 환불 받다 심정 요 하다 분 넘다 심하다 연기 낫 그 뒤 연기 맵다 눈물 콧물 뺏다
0,싸다 이유 있다 포장 비닐 덜렁 담기다 서다 냄새 유독 심하다 아기 위해 선 꺼리다 직하다 제품 여
1,늘 쓰다 저렴하다 구입 하다
0,별로 자다 고장 나다 이쁘다 않다 같다 우리 집 커튼 봉 커튼 이상하다 그렇다 있다 전 실패
0,고추 거나 가다 그루 추 가다 략
1,겨울 매일 말다 사다 유기농 허니 믿다 먹다
1,순하다 거품 아니다 정력 좋다 부드럽다 자르다 쓰다 잇다
1,폰 오다 둘 있다 좋다 만족
1,가방 손잡다 이용 좋다 리스 용 해보렵니
0,생각 작다
1,이제 여름 이불 준비 하다 되다 처음 구매 하다 아기 침대 찰떡 세탁 하다 바로 사용 하다 보다 배송 칼 배송 가격 저렴하다 자다 애용 하다 같다 사용 해보다 또 제품 재다 하다 오다
0,이동 일이 있다 책상 부분 모서리 곳 부서지다 오다 급하다 써다 서다 교환 하다 않다 포장 부분 신경 써다 하다 같다
1,기다리다 예쁘다
1,훈제 계란 평보 사다 개 깨다 오다 보상 되다 바로 보상 받다 배송비 생각 하다 왠만하다 깨다 오다 제일 좋다 담 그렇다 맛 맛있다
1,이쁘다 아기 블랭킷만들엇어
0,갖다 버리다 알다 하다
0,재다 가끔 물질 종종 나오다 찝찝하다 먹이다 믿다 먹이다
0,항상 시키다 먹고다 쓰이다
1,튼튼하다 좋다 맘 쏙 들다
0,서로 다른 택배 사 오다 굉장하다 애 먹다 집 두다 가지다 않다 여 틀다 아버지 화나다
0,상세 정보 사진 나오다 디자인 다르다 맞추다 때 뒤쪽 판이 크기 작다 움직이다 있다
0,이하 이다 비싸다
1,먹다 보다 안다 괜찮다 꾸준하다 주문 하다
0,생각 하다 루
0,색상 화이트 같다 하다
0,면 이아 면 백퍼 워싱 더니 분명 상표 면 백퍼 느낌 완전 폴리 진짜 백퍼 알아보다 알아보다 정도 반품 비 아깝다 쓰기 함
1,애 향 좋다 쓰다
0,다시다 여기 시키다 먹다 않다 생 라서 진짜 반품 못 하다 받다 실망 그람 짜다 리두 키 짜다 개 냉포 되다 오다 알다 그람 짜다 개 들이다 참다 팩 배다 열리다 박스 바닥 짖다 눌리 구르다 다니다 베리 돈 아깝다
0,스티커 바로 떨어지다 정말 별로
0,색깔 핑크색 구매 하다 핫핑크 아니다
1,정갈하다 좋다 습
0,연결 부위 자다 빠지다 바닥 고무 끼 마나 미끄럽다 물이 닿다 뭔가 그대로 고여 버리다 자국 나 관리 힘들다 빼 버리다
1,리뷰 보고 처음 시키다 맛있다 재주 의향 있다 포장 배송 만족
1,재다 소화 되다 좋다 주정 쉬다 이제 다시 먹다 보다
0,생각 아니다 쓰다 나다 같다 사다 쓰다 있다
1,칼림바 칼림바 노랗다 불다 하나 구매 하다 딸 좋아하다 소리 맑다 고급스럽다 만족하다
0,원래 함박스테이크 완 스타일 좋아하다 고민 하다 닭 괜찮다 하다 시키다 입맛 맞다 역시 특유 냄새
0,유미 젖병 호환 사용 가능하다 하다 구매 하다 젖병 비다 젖꼭지 좀 작다 공기 들어가다 같다 젖꼭지 자체 좋다
1,번 먹다 보다 효과 자다 모르다 유통 기한 넉넉하다 포장 자다 되어다 오다
1,좋다 파다 재다 의사 있다
0,실 온도 비교 체크 해보다 약도 이상 차이 나다 차라리 나로 그로 온도계 사용 하다 편이 좋다 자 참고 하다
1,기본 진주 귀걸이
1,판매 자 통화 확인 하다 포장 좋다
0,면 소재 아니다 흡수 율 없다
1,좋다 아기 공룡 좋아하다 사주다 좋아하다 가격 저렴하다 사다 박스 하나 되다 매일 하나 주다
1,배송 완전 빠르다 좋다
1,자주 구입 하다 제품 이구 아이 좋아하다 맛 좋다
1,재질 달이 부들부들하다 촉감 넘다 좋다 입다 외출 하다 사이즈 적당하다
0,갓김치 좋아하다 웬만하다 맛있다 갓 질 기고 젓갈 부족하다 이하 이다
1,선크림 쓰다 좋다
1,티 안나 편하다 서다 구입 하다 자다 사용 해보다 습 더
1,재다 좋다 저렴하다 맛있다 콜드 브루 먹다 있다 좋다 연하다 않다 좋다
0,기존 컴 파운드 차이 모르다
0,상태 불량 돈 벌 좋다 거 사다
1,기저귀 가방 사다 백만 사다 만족 감사하다
0,녹다 색깔 거무 튀튀 색 변하다 먹다 버리다 하다
1,받다 먹다 있다 포장 상태 좋다
0,떨어지다 유리창 닦다 물 충분하다 뿌리 붙이다 시간 후 떨어지다 어찌 하다
1,튼튼하다 좋다 잘쓰다
1,집 톱밥 금수 감 없어지다 남다 톱밥 말랏네 집 톱밥 똥 덜 싸다 좋다 건가 나쁘다 건가
0,별루 그냥 덥다 잡다
0,목 받침 하다 구매 하다 크기 적당하다 같다 냄새 미치다 같다 식초 냄새 발 냄새 베다 있다 발 씻다 사람 발 옆 눕다 듯 하다
0,가격 대비 괜찮다 오
0,검정색 하다 카본 영 아니다
0,배송 엉망 요 층 놓다 달라 하다 품 놓다 가다 이렇다 택배 시키다
1,체인 들어가다 아트 없다 정도 다양하다 아트 하다 체인 좋다 하다
1,알뜰하다 놀다
0,무사이 가타 트 하다 겨드랑이 불편하다 남다
1,발바닥 폭 신하 편하다
1,오늘 받다 써다 보다 바르다 두피 쉬 좋다 효과 더 써다 보다 알다 만족하다
1,작다 방 붙이다 깔끔하다 좋다
0,젠더 인식 돼다 취소 요청 하자 수거 안되다 물품 직접 배송 보내다 그냥 구매 확정 누르다
0,마감 처리 너덜너덜하다 안 굉장하다 더럽다 밑쪽 신발 나누다 칸 있다 사다 지퍼 칸 나누다 잠그다 수납 공간 줄다 듭 생각 하다 벌 요
1,튼튼하다 집안 분위기 어울리다
1,아주 싸다 사다 감사
0,양면 프린트 이다 알다 면임 싸다 티 남 천막 같다 귀찮다 그냥 쓰다
0,몇번 않다 쓰다 않다 나오다 양 작다
1,제품 아기자기 예쁘다
1,말리다 빼다 자다 늘어나다 좋다
0,제품 차이 없다
1,자다 받다 스트랩 있다 깔끔하다
1,향 좋다 개운하다 느낌 이예
1,색 이쁘다 배송 빠르다
1,괜춘합니 만족하다 감사하다
1,굉장하다 좋다
1,아침 든든하다 졋 고소하다
1,먹기 간편하다 고목 넘김 좋다
0,넘다 작다 구리 위아래 시 버리다 수갑 줄 나무 갑갑하다 이모 주다 체 음 이모 크다 사이즈 맞다
1,비 부가 좋아지다 바라다 먹다 있다
1,귀엽다 아주 만족하다 우유 따르다 말다 예쁘다
1,반찬 하다 구매 하다 자다 먹다
0,남자 구두 맞다 굽 같다 경우 쓸다 만하 앞굽 같다 경우 사진 참조 하다 앞굽 신중 구매 하다
1,스테이크 고기 두툼 가니쉬 좋아하다 프렌치 빈 넉넉하다 들다 두툼 고기 세다 불 굽다 자르다 후 겉면 살짝 더 익히다 굿 재 구입 의사 백프로 임 상품 잘못 배송 서다 상담 하다 때 친절하다 응대 해주다 번창 하다
0,향 독하다 않다 중요하다 제 바르다 불다 헹궜는데 머리 개털 돼다 늘어나다 망하다 염색 모에 머리 가다 신분 신중하다 하다 되다 듯
0,거 진짜 루 계란말이 팬 개 구매 하다 집 착하다 보관 시 후라이팬 개겹 치다 쓸리다 들다 보다 코팅 벗겨지다 완전 허다 접
1,판매 자 친절하다 옷 예쁘다 넘다 맘 들다
1,마우스 알록달록 예쁘다 편하다
0,옷 예쁘다 배송 느리다
0,모르다
0,운전 하다 때 움직 왓다갔다해 사다 같다
0,중아 사주다 넘다 짧다 애가 넘다 짧다 그냥 집 입다 하다 이상하다 세탁 하다 더 작아지다 느낌 딸 마르다 소매 좁다
0,입어보다 않다 편 해보다 탁시 검다 물이 쫌 빠지다
0,생각 책상 작다 정사 이즈 맞다
1,좋다 치약 생각 금방 쓰다 돼다 필요하다 청소 하다 때 쓰다 대량 구매 하다 저렴하다 하다 좋다
0,너무하다 배송 포장 뜯다 거기 유통기간 년월 일 너무하다 아니다 아이 먹다 서산 건데 하루 개 먹이다 유통기간 열흘 남다 너무하다 같다
1,여자친구 선물 해주다 사다 귀엽다 좋아하다 다이어리 일기장 쓸다 때 좋다 같다
0,별로 애가 쓸다 쓸다 모르다 싸다 가격 반하다 시키다 장난감 같다 냄새 넘다 독하다 우리 강쥐 킬로 삿는데 넘다 작다 완전 같다 조립 용이 환불 하다 없다 그날 갖다 버리다
0,사진 보다 땐 꽃다발 포장 예쁘다 전체 모양 예쁘다 저 온건 허다 술 하다 선물 드리다 신경 써주다 하다 아쉽다
0,굿 토요일 시키다 화요일 배송 오다 배송 빨 좋다 동생 선물 사다 좋아하다
1,배송 일단 빨르다 건조기 돌리다 작아지다 거 같다 치수 크게 사다 크기 하다 상품 좋다
1,편하다 젛아
0,얇다 물기 없어지다 욬
1,텅스텐 가성 비 좋다 스피너 처음 구입 보다
0,충전 좀 느리다 자다 안되다 조금 잡아당기다 쉬다 본체 선 분리 되다 불편하다 요정 품 맞다 자다 모르다
0,땀 배출 되다 바람 통 하다 않다 사료 되다 신축 전혀 없다 쉬이 손상 되다 보임 싸다 비지 떡임
0,비계 덩어리 모으다 두다 느낌 하나 먹다
1,역시 차다 좋다 대량 매하
0,재다 매번 여기 시키다 먹다 이번 날씨 덥다 인지 팩 쉬다 오다 반품 하다 그냥 귀찮다 관 두다 실망 이다
1,허리 안좋다 엄마 드리다 좋아하다
1,재다 만족하다 추천
1,오다 진짜 밤 먹다 알다 완전 굳다
1,매년 시키다 먹다 있다 면발 얇다 좋다 양념장 적당하다 매콤 게 맛있다
1,재다 찌그러지다 곳 도착 하다
1,반신반의 하다 사다 완전 만족 개 하다 하다
1,양도 많다 저렴하다 구매 하다
0,그냥 가격 만큼 해
1,배송 빨르다 판매 분 친절하다
1,말다 제품 좋다 택배 자다 보내다 감 사다 말다 제품 좋다 택배 자다 보내다 감 사다
0,방탄 하다 핬 늘다 뭐 역시 들다 비슷비슷 옆구리 떨어지다 후 유리
1,스김으리숌그기숌
0,싼값 쓰다 저
1,완전 좋다 사이즈 넉넉하다 색상 마음 들다 방금 입어보다 좋다 차콜 카키 더 구매 하다 밑위 정보 없다 체격 적당하다
0,느리다 배송 감사하다 타이밍 놓치다 창고
1,모로 쓰기 좋다
0,알 타다 김치 주문 하다 아니다 실망하다 알 타다 김치 흉내 내다 무 김치
0,도마 칼 자국 나다 제 험하다 쓸다 걸다 요
1,달이 뭐 하루 개 마심
1,아무 좋다
1,어린이집 보내다 사다 크기 적당하다 품질 좋다 배송 빠르다 펴다
1,서다 보다 답답 하드 구 병원 가다 약도 받다 효과 없다 하다 뭐라다 해주다 싶다 네이버 내 찾다 나 오드 구 이제 받다 번안 뿌리다 괜찮다 앞 더 좋다 제품 부탁드리다
0,수컷 마리 암컷 마리 구매 하다 암컷 감별 안 보내다 보다
1,재다 먹다 게
0,끈 구성 정말 약하다 우리 옥희 물다 끈 그냥 톡 끊어지다
1,바삭바삭하다 맛 요
0,쓸다 하다 쓸다 하다
0,기스 있다 요기스 없다 아주 좋다
0,편하다 막 만들다 바느질
0,효과 자다 모르다
0,몇개 주문 하다 사용 해봤다
0,배송 제품 검 품다 보다 보내다 받다 귀찮다 쓰다 제품 꽂다 보다 보이다 알다 도보이
1,금요일 주문 하다 불구 주말 토요일 배송 도착 하다 그리다 신발 착용 감 편하다 다음 또 이용 하다
1,쿠 빠르다 배송 저 할머니 입원 급하다 요청 드리다 당일 발송 해주다 담날 받다 마트 가다 낫다 같다
1,먹다 보다 알다 같다
0,새다 아니다 완전 쓰다 온 제품 같다 게 오다 귀찮다 반품 장사 하다 말다
0,보이다 냉무 랸론 림널 랴널 런린 닐얼 너래어럄 러널 러니러냐얼 리 너리
1,샤워 후 전신 바르다 촉촉하다
1,깔끔하다 포장 되어다 빠르다 배송 되어다
0,부분 사이즈 붙이다 같다 작업복 쓰다
0,젤 딴딴하다 않다 물 흘러내리다 세척 자다 안 되다 같다
0,콩나물 거의 물러서다 오다 버리다
1,아이 거부 감 자다 먹다 좋다
0,저렴하다 가격 잘쓰다
1,배다 나오다 치수 크게 주문 하다 예정
0,스티로폼 누르다 붙다 거울 서다 한번 교환 하다 거울 뒤쪽 고정 핀 고정 안되다 이상 마감 캡 불량 그냥 쑥 빠지다 버리다
0,면웨빙끈
0,왜 인식 돼다 돼다 하다 인식 되다 때 몇번 빼다 끼 하다 되다 짜증나다
1,조명도 만족하다 가다 기능 좋다
0,지금 먹다 사서 정도 정도 버리다 하다 끄다 무 튀튀 변색 되다 질 기고 쓴맛 나 고구마 심지 고구마 부위 전체 뻗다 고구마 생각 많다 먹다 버리다 많다
0,어깨 부분 쪽 얇다 자다 찢어지다
0,귀엽다 기다 접착제 묻다 케릭 터 밑 완전 눈 띄다 있다 화이트 제품 적다 검정색 오다 원래 검정색 없다 색 왜 적다 하다
0,처음 사먹다 보다 실망 많다
1,친구 다 사다 가격 저렴하다 예쁘다
0,사이즈 다르다 좋다 판 크기 맞다 교환 하다 하다 이용 하다 만들다
1,재다 김치 익다 익다 록 더 맛있다 오늘 또 주문 하다
1,덩어리 하나 붙다 되다 편하다
1,세로 길다 생기다 마스크 가운데 접기 조금 마음 걸리다 나쁘다 않다 같다
1,전 먹다 보다 상품 이다
0,빠르다 배송 좋다 설치 늦다 설치 안되다
0,뭔가 대화 안 통해
1,색감 마감 처리 되어다 가격 대비 좋다 제품 요
0,아니다 문구 변경 하다 남다 변경 답변 하다 상담 통화 이야기 변경 돼다 하다 정작 배달 되다 문구 변경 전이 놀리다
0,할아버지 보내다 드리다 맛
0,생각 하다 비다 자석 힘 약하다 아쉽다 문과 문 사이 고정 시키다 딸리다 들어가다 닫히다 버리다
0,선텍 색상 다른 오다 배송 빨르다
0,파손 되다 좀 있다 새 물건 받다 노고 있다 무난 하다 그냥 쓸다
0,바로 깨지다 변색 안되다 구성은 쩜떰
1,재다 밥 냄새 예전 같다 않다 만족하다
1,포장 괜찮다 일단 변비 땜 시키다 먹다 보다 알 겠다
1,착 감 폭 신하 편하다
1,굿굿 아기 손톱 가위 넘다 엽 예비 맘 거나 살 업다 직접 써다 사람 물어 구매 하다 돼다 더블 하트 가장 문안 쓰기 편하다 자다 쓸다
1,달 정도 복용 효과 있다 데 초기 효과 더 있다 하다 꾸준하다 먹다 보다 하다 듯 빠르다 배송 좋다
1,가격 착하다
1,바늘 부족하다 연습 하다 자다 사용 하다
1,프로폴리스 한참 먹다 잇몸 다시 부어 주문 하다
0,데 일리 입다 아주 펴다 뜨겁다 물 세탁 돌리다 희다 얼룩 묻다
1,재다 맛있다 양 작다
0,효과 뭔 모르다 제품
1,좋다 배송 빠르다 포장 싱 태도 양호 하다 먹다 잏습 다음 시키다 감사하다 최고
1,설치 완료 사막화 돼다
0,기프트카드 오다 줄 모르다 시리얼 번호 오다 줄 알다
1,배송 빨르다 감사하다 잘쓰다
1,이사 하다 새집 놔두다 그닥 크다 않다 집 좁다 아니다 괜찮다 같다
0,느리다 박일 정이 이다 정말 돈 아깝다 정도 느리다 가지 다니다 불편하다 베터리 금방 없어지다
1,바지 이쁘다 화면 물 빠지다 색 같다 이쁘다 괜찬네
1,재다 역시 배송 빨르다 블랙 포장 변경 되어다 보다 지난번 구매 하다 블랙 자다 쓰다 중 여분 용 추가 구매 하다 부착 쉽다 재다 하다 되다 자다 쓰다
0,디자인 예쁘다 밖 새다
0,해외 배송 정도 걸리다 데넘 오다 처음 기분 이별 스팀 다리미 려 입다 디자인 핏 좋다
1,모두 신선하다 자다 오다 맛 좋다 만족 이다
0,배송 조금 늦다 받다
0,조립 정말 힘들다 남자 나무 망치 없다 절대 사다
1,사이즈 좋다 사이즈 작다 접시 올리다 부담 느껴지다 소스 적당하다 들다 갈다 있다 좋다
0,그냥 콩 두유 더 진해
1,크다 걱정 하다 딱좋다
0,별하나 아깝다 물건 불우 이웃 돕기 하다 껄 쓰레기 완전
1,네 자다 사용 이다
0,충전 됫다 안됫다 해
0,냉동식품 배송 걸렷
0,나무 곰팡이 피다 때문 일만 성충 죽음
0,뻑뻑 하다 빗 가지다
0,단맛 토 설탕 버무린맛 나다 단맛 많다 거 그냥 방울토마토
0,완전 별로 임 화질 나쁘다
1,맛있다 집 하다 김치 맛있다 김치 구매 하다 먹다 보고 싶다 얼른 먹다 재다 하다
0,거 모르다 냄새 비릿 하다 마트 오션 쿨 사서 쓰다 넘다 좋다 같다 알 시키다 다르다 오션 쿨 향 좋다 이건 향 비리다 면도 젤 쓰다 향 비리다 이다
1,좋다 잘살다 같다
1,생각 들어가다 깔끔하다 좋다
0,전 생각 안좋다 같다
1,강아지 간식 이벤트 닭 간 돼지 간식 자다 받다 유통 기한 일로 개월 월 일 제조 듯해 강아지 자다 먹다 좋아하다 감사하다
1,세번 구매 벌써 세번 엄마 사 드리다 엄마 좋다 외할머니 더 드리다 하다 그렇다 시댁 친정 외할아버지 가격 좋다 품질 좋다 알도 크다 맛 곶감 파다
0,상한 건 아니다 같다 처음 비리다 나다 양은 확실하다 많다
0,배송 늦다 아기 옷 마무리 퀄리티 아쉽다 점 드리다
1,튼튼하다 같다 맘 들다
0,저 작다 가요 저렴하다 개다 하다 머 얇다 살비 치다 그렇다 다치다 허리 줄줄 내려가다 힘들다 활동 하다 입다 올리다 신경 쓰이다 다르다 그렇다 다치다 하이 웨스트 갗 허리 고정 안되다 내려가다 게 웨스트 맞다 저렴하다 울다 입다 버리다 머
1,끼우다 비교 쉬다 독 들어가다 제 써다 보다 케이스 유일하다 독 들어가다 같다 애 사실 기대 안 보호 기능 사보다 버튼 누르기 쉬다 동봉 되어다 그리다 활 용도 높다
0,양말 자체 괜찮다 엄 처우 마르다 아니다 사다 좋다 같다 허벅지 피 안 통합 니당다
1,방아잎 넣다 육개장 맛있다 강 추하다
0,힙합 줄 크다
0,처음 사용 자마자 줄이다 끊어지다
0,아무 맛 없다 돈 아까버
0,불 친전 택배 용해 불쾌하다 택배 비다 물건 햇 갈리 써다 착불비 없다 생각 주문 하다 실망 크다
0,기대 받다 품질 실망 스럽다 팔팔 끓다 인물 바로 넣다 시간 후 미지근하다 보통 보온병 하다 단지 디자인 이쁘다 그냥 사용 하다
1,향 좋다 계속 구매 의사 있다
0,리뷰 보고 삿는데 별로 별로 스크래치 하나 않다 없어지다 제품 구매 실망 해보다 이다
0,크기 크다 완전 별로 이다 달도 쓰다 버리다
0,일통 양념 병 좋다 스티커 거 안띠 지고 불량 많다 가위 칼 자르다 애 먹다 몇개 쓰다 하다 개선 좀 해주다
0,전 착용 하다 귀 뒤쪽 아프다
1,맛있다 간식 딱이다
1,늘 믿다 자다 사용 있다
1,길이 잘맞다 도톰하다 좋다
0,블랙박스 좋다 뭔가 설치 오다 보다 위쪽 구기다 앞쪽 떨어지다 설치 곳 알다 한마디 안 정말 화나다 일단 설치 하다 구매 확정 하다 이건 아니다 싶다 연락 줄다
1,이상 이다 좋다
0,설치 방법 알다 설명 불친절하다 가격 비싸다 고정 헐겁다 비추다 천하다 가다
0,색상 푸른빛 흰색 이다 색상 괜찮다 좋다 아쉽다
1,배송 생각 빨르다 빠지다 보내다 좋다
1,만족 하다 꺄악
1,청첩장 만들다 곳 무료 해주다 다해 여러 샘플 봣 뭔가 조잡하다 느낌 들다 사진 필요 햇구 비록 비용 들다 지다 상큼 상큼 깔끔하다 좋다
0,배송 빠르다 제품 찍히다 있다 사용 하다 크다 지장 없다 그냥 쓰다
1,배송 빠르다 좋다 반질반질하다
0,불량품 오다 고리 한쪽 얇다 날카롭다 요 반품 교환 처리 하다 차 나서다 그냥 쓰다
0,성하다 흘러내리다 못 신음
